ontology,label,definition,internal_id,accuracy,internal_consistency,score,confidence,notes,is_a,relationships,evaluator,
foodon,rye kernel (cooked),The cooked form of a rye kernel. Distinguished from raw rye kernels by its softer texture and enhanced flavor as a result of the cooking process.,896,3.0,3.0,2.0,4,,RyeKernel,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A berry fruit derived from a cactus plant (Selenicereus undatus),897,4.0,4.0,4.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A fruit from the dragon fruit cactus (Selenicereus undatus).,898,4.0,3.0,4.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A berry fruit from a Selenicereus undatus plant,899,4.0,4.0,4.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,"A berry fruit from a dragon fruit plant (Selenicereus Undatus), also known as a type of Pitaya fruit",900,4.0,3.0,3.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,"A berry fruit from a dragon fruit plant (Selenicereus Undatus), which is a type of Pitaya fruit",901,4.0,3.0,3.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A berry fruit from a dragon fruit plant (Selenicereus Undatus).,902,4.0,4.0,4.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A berry fruit from a dragon fruit plant (Selenicereus undatus),903,4.0,4.0,3.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,dragon fruit,A berry fruit from a dragon fruit plant (Selenicereus undatus).,904,4.0,4.0,3.0,4,,PitayaFruit,"{'predicate': 'InTaxon', 'target': 'SelenicereusUndatus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,winged bean leaf,A leaf of a winged bean plant.,905,4.0,4.0,4.0,3,,WingedBeanFoodProduct | BeanLeaf | RosetteLeaf,"{'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,winged bean leaf,A leaf of a winged bean plant (Psophocarpus tetragonolobus).,906,4.0,3.0,3.0,3,,WingedBeanFoodProduct | BeanLeaf | RosetteLeaf,"{'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,winged bean leaf,A rosette leaf of a winged bean plant.,907,3.0,4.0,3.0,3,,WingedBeanFoodProduct | BeanLeaf | RosetteLeaf,"{'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,winged bean leaf,A rosette leaf of the plant species Psophocarpus Tetragonolobus.,912,3.0,4.0,3.0,3,,WingedBeanFoodProduct | BeanLeaf | RosetteLeaf,"{'predicate': 'InTaxon', 'target': 'PsophocarpusTetragonolobus'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),A raw Black Beautyberry.,913,4.0,4.0,3.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),A raw black beautyberry.,914,5.0,4.0,4.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),A whole raw Black Beautyberry.,915,4.0,3.0,4.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),A whole raw BlackBeautyberry.,916,3.0,3.0,3.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),A whole raw black beautyberry.,917,4.0,3.0,4.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),"The black beautyberry is a plant species belonging to the Black Beautyberry category. It is characterized by its unprocessed state, vibrant black berries, and potential culinary and health benefits.",918,3.0,2.0,2.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,black beautyberry (raw),"The raw form of the black beautyberry, which indicates that the berries have not undergone any cooking, processing, or ripening.",919,4.0,2.0,2.0,4,,BlackBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,american beautyberry (raw),A raw American Beautyberry.,920,4.0,5.0,4.0,4,,AmericanBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,american beautyberry (raw),A raw American beautyberry.,921,4.0,5.0,4.0,4,,AmericanBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,american beautyberry (raw),A raw american beautyberry.,925,5.0,5.0,4.0,4,,AmericanBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,american beautyberry (raw),"American beautyberry (raw) refers to the raw form of the American beautyberry plant, which is classified as a subcategory of the American beautyberry species. The logical definition for this concept states that it is a subclass of AmericanBeautyberry and possesses the quality of being raw. Being raw means that the American beautyberry has not undergone any processing or cooking methods, and it retains its natural state. In this form, the beautyberry is generally unaltered and may have a different appearance, taste, and texture compared to processed or cooked versions. The raw American beautyberry is known for its vibrant purple berries that cluster around the stems of the plant. These berries are small, round, and contain numerous seeds. The plant typically grows in clusters, forming shrubs that can reach heights of up to 4 to 6 feet. In terms of its relationships, the raw American beautyberry can be associated with the quality of being raw, as indicated by the predicate HasQuality_RO:0000086. This quality signifies that the American beautyberry is in its unprocessed, natural state. Overall, the raw American beautyberry is a botanical specimen that remains untampered with and showcases the unique characteristics and features of the American beautyberry plant. Its raw form offers a different sensory experience and can be utilized in various ways, such as in culinary recipes, natural remedies, or as an ornamental plant in gardens.",926,3.0,1.0,1.0,4,,AmericanBeautyberry,"{'predicate': 'HasQuality_RO:0000086', 'target': 'Raw'}",74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,hemp seed (raw),A hemp seed that is raw and unprocessed.,927,4.0,4.0,4.0,4,,HempSeed,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,hemp seed (raw),A whole raw hemp seed.,928,4.0,4.0,4.0,4,,HempSeed,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,hemp seed (raw),"A whole, raw hempseed.",931,4.0,4.0,4.0,4,,HempSeed,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,hemp seed (raw),"A whole, unprocessed hemp seed derived from the Cannabis sativa plant. It is rich in essential amino acids, fatty acids, fiber, minerals, and antioxidants, and can be consumed in various ways.",932,3.0,2.0,2.0,4,,HempSeed,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,hemp seed (raw),"Hemp seed (raw) is a specific type of hemp seed derived from the hemp plant that belongs to the Cannabis family. It is a nutrient-dense food with a rich profile of proteins, fibre, and healthy fats, and is replete with essential nutrients like vitamins E and B, and various minerals. They are consumed raw or can be included in various recipes and are known to boost heart health, aid digestion, and promote skin health. They are also pressed to produce hemp seed oil for various uses including culinary and skincare applications.",933,3.0,2.0,2.0,4,,HempSeed,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"A dairy product, originally from Greece and the Middle East, belonging to the subcategory of strained yogurt. Distinct for its rich, tangy flavor and high protein content, it is thicker and creamier than unstrained yogurt due to the removal of whey in its production. It is known to contain beneficial probiotics, calcium, potassium, and vitamin B12, while sugar and fats content can vary. Greek yogurt can be consumed plain or flavored, and used in various dishes.",934,3.0,2.0,2.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"A tangy, creamy yogurt with less sugar, more carbs, and a tart taste, made by straining out the liquid whey.",935,3.0,2.0,2.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"A type of yogurt known for its unique preparation process which involves the removal of whey through straining, resulting in a higher protein content compared to regular yogurt. Its flavor profile is distinct, often described as tangy or tart, and it is highly versatile, used in both sweet and savory dishes. It is considered an essential ingredient in many Mediterranean dishes.",936,3.0,2.0,2.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"A type of yogurt that has been strained to remove most of the whey, resulting in a thicker and more concentrated consistency.",937,3.0,3.0,3.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"A type of yogurt that is strained to remove excess liquid, resulting in a thick and creamy consistency.",938,3.0,3.0,3.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,"Greek yogurt is a type of yogurt that is made by straining regular yogurt to remove the whey, resulting in a thicker and denser consistency. It has a tangy and slightly sour flavor. Greek yogurt is known for its high protein content and low carbohydrate content, making it a popular choice for individuals looking to increase their protein intake. It is also packed with essential nutrients such as calcium, vitamin B12, potassium, and probiotics. Greek yogurt can be used in a variety of dishes and serves as a healthy substitute for other dairy products.",939,3.0,2.0,2.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,greek yogurt,Yogurt made by straining whey from the yogurt. It results in a thicker and creamier yogurt with a tangy taste.,940,3.0,2.0,2.0,3,,StrainedYogurt,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)",Ground and sauteed meat made from turkey parts.,941,4.0,3.0,3.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)",Ground turkey meat which has been sauteed.,942,4.0,4.0,4.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)",Ground and sauteed turkey meat is a culinary product obtained from domesticated turkeys. It is prepared by grinding the turkey meat and cooking it using the sauteing method. It is a versatile and flavorful protein source often used as a substitute for ground beef.,943,3.0,2.0,2.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)",Ground and sauteed turkey meat is a food product primarily made of ground turkey parts that have been sauteed.,944,4.0,3.0,3.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)","Ground sautéed turkey meat is a specific type of food product derived from turkeys. It falls under the subclass of TurkeyMeatFoodProduct and is created by mincing the meat and cooking it in a skillet. Ground sautéed turkey meat is a nutritious and lean source of protein and can be used in a multitude of dishes, making it an excellent choice for those seeking variety and health-conscious options in their meals.",945,3.0,2.0,2.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)",Ground turkey meat that has been sautéed.,946,4.0,4.0,4.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)","The label 'turkey meat (ground, sauteed)' refers to a specific preparation of turkey meat which involves it being minced or ground, then sautéed, typically cooked at high heat with a small amount of fat. The cooking process infuses the turkey meat with a browned, sometimes crispy texture and enhanced flavor. This preparation method is often used for dishes such as tacos, casserole, spaghetti sauce, or chili. Ground, sauteed turkey meat is known for being a leaner, healthier meat option, often used as a substitute for ground beef in numerous recipes. As a subClassOf 'TurkeyMeatFoodProduct', this type of food product is one of the many possible ways in which turkey meat as a food product can be prepared and consumed. It shares properties with other turkey meat food products such as being a source of high-quality protein, vitamins and minerals, but differs in its specific taste, texture, and cooking method.",947,2.0,1.0,1.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,"turkey meat (ground, sauteed)","Turkey Meat (Ground, Sauteed) is a type of Turkey Meat Food Product that involves sauteing or frying ground turkey meat in a pan, typically with added ingredients such as oil, garlic, onion, or spices. Its versatility allows it to blend well with various cooking styles and international cuisine. Nutritionally, it is a good source of protein and can offer other essential nutrients depending on what it is cooked with. This product is commonly used in dishes like tacos, burritos, pasta dishes, or homemade burgers.",948,2.0,1.0,1.0,4,,TurkeyMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,pink shrimp (cooked),Pink shrimp (Pandalus borealis) which have been cooked.,949,4.0,4.0,4.0,3,,Shrimp_cooked_,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,goat food product,A food product made from one or more goats.,950,4.0,3.0,4.0,4,,MammalianMeatFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),"A type of food product derived from the meat of wild boars. Raw wild boar meat refers to the meat that has not undergone any cooking or processing methods. It is typically obtained through hunting or specialized farms that rear and harvest wild boars for their meat. Raw wild boar meat is known for its rich, gamey taste and can be cooked in numerous ways.",951,2.0,2.0,2.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),Wild boar meat which is raw.,952,4.0,4.0,4.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),"Meat derived from wild boars that is raw or uncooked. This includes meat that is freshly slaughtered or chilled, but not processed in any way.",953,4.0,3.0,3.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),"Meat obtained from the domesticated or wild pig, which is typically used for consumption.  May be in various forms such as fresh, frozen, cured, smoked, or canned.",954,3.0,2.0,2.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),Meat that is harvested from wild boar and has not been cooked or processed in any way.,955,4.0,3.0,3.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
foodon,wild boar meat (raw),"Refers to the raw flesh of wild boars, which are large, omnivorous mammals native to various regions around the world. Known for their distinctive appearance, wild boars are generally considered to be game animals due to their elusive nature and challenging hunting behavior. Raw wild boar meat is highly valued for its unique flavor and texture, making it a popular choice among meat enthusiasts and professional chefs. It is also highly nutritious, offering a range of health benefits. In culinary applications, it can be used in various traditional and modern recipes, and its lean nature requires careful handling and cooking. Wild boar meat is often sourced through sustainable hunting practices or controlled populations and should be obtained from reputable sources to ensure safety and quality. Overall, it remains a sought-after choice for those looking to experience the unique and wild essence of boar cuisine.",956,2.0,1.0,1.0,4,,WildBoarFoodProduct,,74fec0c33e96ab90ac88666979207a50a6ea7b9b3eea6ec0e8b916d64c0a0706,
