ontology	label	definition	internal_id	accuracy	internal_consistency	score	confidence	notes	is_a	relationships
obi	tandem walk assessment	A type of assessment that measures the ability to maintain balance while walking in a straight line, placing one foot directly in front of the other.	2406						LimitsOfStabilityAssessment	
obi	tandem walk assessment	An assessment of a person's ability to walk in a straight line placing the heel of one foot directly in front of the toe of their other foot.	2407						LimitsOfStabilityAssessment	
obi	tandem walk assessment	An assessment of balance function during which the person assessed walks along a straight line by placing the toes of the back foot against the heel of the front foot at each step.	2408						LimitsOfStabilityAssessment	
obi	tandem walk assessment	An evaluation of the limits of stability for a given sequence.	2409						LimitsOfStabilityAssessment	
obi	gait assessment	A comprehensive evaluation technique used to assess and analyze an individual's walking pattern and characteristics. It plays a crucial role in diagnosing and managing various conditions affecting walking ability, monitoring progress, and identifying fall risks. Additionally, the concept of limits of stability assessment is closely associated with gait assessment, providing insights into balance control and stability during walking.	2410						LimitsOfStabilityAssessment	
obi	gait assessment	A limits of stability assessment designed to assess an individual's manner or pattern of walking.	2411						LimitsOfStabilityAssessment	
obi	gait assessment	A limits of stability assessment involving a series of movements that involves the motion of an entity from one place to another, typically used to evaluate balance disorders.	2412						LimitsOfStabilityAssessment	
obi	gait assessment	A specialized evaluation that falls within the broader category of Limits of Stability Assessment, primarily aimed at studying and scrutinizing an individual's style or manner of walking.	2413						LimitsOfStabilityAssessment	
obi	gait assessment	An assessment of an individual's ability to maintain stability while walking or performing other movements.	2414						LimitsOfStabilityAssessment	
obi	gait assessment	An assessment of an individual's gait and their ability to maintain balance during various movements.	2415						LimitsOfStabilityAssessment	
obi	gait assessment	An assessment that measures and evaluates an individual's ability to walk, including factors such as stride length, step width, foot placement, and overall coordination.	2416						LimitsOfStabilityAssessment	
obi	gait assessment	An assessment which measures a subject's gait or manner of walking.	2417						LimitsOfStabilityAssessment	
obi	bulbar assessment	A form of functional assessment that evaluates the bulbar region of an individual, crucial for understanding, diagnosing, and managing related medical conditions.	2418						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	A functional assessment of an individual's lower cranial nerve function via proxy of facial muscle performance.	2419						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	A specialized evaluation procedure that focuses specifically on assessing the functioning of the bulbar region, which includes the muscles and structures involved in speech, swallowing, and other related activities.	2420						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	An assessment of the function of the bulbar region in an individual.	2421						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	An assessment of the functionality of the bulb of a person.	2422						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	An assessment of the functions of the bulbous region of a body part.	2423						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	An assessment that evaluates the bulbar function and performance of an individual.	2424						FunctionalAssessmentOfIndividual	
obi	bulbar assessment	An evaluation of the function and integrity of the brainstem, particularly in relation to sucking, swallowing, and coughing.	2425						FunctionalAssessmentOfIndividual	
obi	spontaneous speech assessment	A psychoeducational diagnostic tool used to determine the ability and proficiency of an individual in naturalistic conversation. It analyzes how well a person can express their thoughts, feelings, and ideas.	2426						FunctionalAssessmentOfIndividual	
obi	spontaneous speech assessment	A functional assessment of an individual's ability to articulate spoken words.	2427						FunctionalAssessmentOfIndividual	
